Time, SV, BoundaryCompartment, Flux
5640.0,2,55,5.303863038189104E-17
5650.0,1,36,1.30733864791223E-10
5650.0,1,38,3.0227283410041666E-8
5650.0,1,37,1.3498547726720416E-10
5650.0,1,48,2.5825648305512107E-6
5650.0,1,56,1.3940914378248323E-8
5650.0,1,55,1.6227250610738178E-8
5650.0,2,36,9.530917874492534E-11
5650.0,2,38,3.855685964865206E-15
5650.0,2,48,3.1344102830482278E-12
5650.0,2,56,5.1116011300268395E-17
5650.0,2,55,5.1202884528742874E-17
5660.0,1,36,1.262086115346512E-10
5660.0,1,38,2.9181070884609702E-8
5660.0,1,37,1.303134240930957E-10
5660.0,1,48,2.4931783137673552E-6
5660.0,1,56,1.3458398015356534E-8
5660.0,1,55,1.566560065939958E-8
5660.0,2,36,9.201012404180495E-11
5660.0,2,38,3.722234774772954E-15
5660.0,2,48,3.02592355048106E-12
5660.0,2,56,4.9346808014906065E-17
5660.0,2,55,4.943067443244162E-17
5670.0,1,36,1.2183999648365575E-10
5670.0,1,38,2.8171068176910633E-8
5670.0,1,37,1.258030724402457E-10
5670.0,1,48,2.406885498535911E-6
5670.0,1,56,1.2992581728661626E-8
5670.0,1,55,1.5123389627854133E-8
5670.0,2,36,8.882526361235191E-11
5670.0,2,38,3.593402381666361E-15
5670.0,2,48,2.9211915852960577E-12
5670.0,2,56,4.763883753192542E-17
5670.0,2,55,4.7719801205187296E-17
5680.0,1,36,1.1762259772532267E-10
5680.0,1,38,2.7196022110279313E-8
5680.0,1,37,1.2144882602226472E-10
5680.0,1,48,2.32357931570952E-6
5680.0,1,56,1.2542887549370024E-8
5680.0,1,55,1.4599944759360667E-8
5680.0,2,36,8.5750644708226E-11
5680.0,2,38,3.469028934738443E-15
5680.0,2,48,2.820084439680449E-12
5680.0,2,56,4.598998066052067E-17
5680.0,2,55,4.606814205456722E-17
5690.0,1,36,1.1355118102216692E-10
5690.0,1,38,2.6254722876023715E-8
5690.0,1,37,1.1724528222018213E-10
5690.0,1,48,2.2431564014216163E-6
5690.0,1,56,1.2108757510124466E-8
5690.0,1,55,1.4094616578886117E-8
5690.0,2,36,8.278245140249157E-11
5690.0,2,38,3.3489601150482825E-15
5690.0,2,48,2.722476662851285E-12
5690.0,2,56,4.4398191547510235E-17
5690.0,2,55,4.4473647650431184E-17
5700.0,1,36,1.0962069331588784E-10
5700.0,1,38,2.5346002532757566E-8
5700.0,1,37,1.1318722538095278E-10
5700.0,1,48,2.165516968872143E-6
5700.0,1,56,1.1689652952891786E-8
5700.0,1,55,1.3606778087485878E-8
5700.0,2,36,7.99169998536471E-11
5700.0,2,38,3.2330469441011854E-15
5700.0,2,48,2.6282471454441564E-12
5700.0,2,56,4.286149513962607E-17
5700.0,2,55,4.293433958286788E-17
5710.0,1,36,1.0582625645598777E-10
5710.0,1,38,2.4468733557653597E-8
5710.0,1,37,1.092696203478239E-10
5710.0,1,48,2.0905646845492934E-6
5710.0,1,56,1.1285053860796813E-8
5710.0,1,55,1.3135823984557121E-8
5710.0,2,36,7.715073373358676E-11
5710.0,2,38,3.121145599051632E-15
5710.0,2,48,2.537278969285832E-12
5710.0,2,56,4.137798473360387E-17
5710.0,2,55,4.144830790813151E-17
5720.0,1,36,1.0216316114546917E-10
5720.0,1,38,2.362182744782148E-8
5720.0,1,37,1.0548760621454203E-10
5720.0,1,48,2.0182065487337855E-6
5720.0,1,56,1.0894458213073805E-8
5720.0,1,55,1.2681169917001148E-8
5720.0,2,36,7.448021981381993E-11
5720.0,2,38,3.0131172342999803E-15
5720.0,2,48,2.449459262364542E-12
5720.0,2,56,3.994581961103653E-17
5720.0,2,55,4.001370877947567E-17
5730.0,1,36,9.86268610960977E-11
5730.0,1,38,2.280423337007659E-8
5730.0,1,37,1.018364902956582E-10
5730.0,1,48,1.9483527801375883E-6
5730.0,1,56,1.0517381362335896E-8
5730.0,1,55,1.2242251754363966E-8
5730.0,2,36,7.190214370447033E-11
5730.0,2,38,2.9088278092617153E-15
5730.0,2,48,2.364679058818148E-12
5730.0,2,56,3.856322275505951E-17
5730.0,2,55,3.8628762159958166E-17
5740.0,1,36,9.521296738597598E-11
5740.0,1,38,2.2014936857425507E-8
5740.0,1,37,9.831174230545427E-11
5740.0,1,48,1.880916704534016E-6
5740.0,1,56,1.0153355433390481E-8
5740.0,1,55,1.1818524889056252E-8
5740.0,2,36,6.941330574076636E-11
5740.0,2,38,2.808147922095728E-15
5740.0,2,48,2.2828331637665832E-12
5740.0,2,56,3.7228478646036384E-17
5740.0,2,55,3.7291749614380375E-17
5750.0,1,36,9.191724301242574E-11
5750.0,1,38,2.125295855065239E-8
5750.0,1,37,9.490898873827517E-11
5750.0,1,48,1.8158146472411733E-6
5750.0,1,56,9.80192874285519E-9
5750.0,1,55,1.1409463560785358E-8
5750.0,2,36,6.701061701191782E-11
5750.0,2,38,2.710952649185498E-15
5750.0,2,48,2.2038200228210142E-12
5750.0,2,56,3.593993113351263E-17
5750.0,2,55,3.600101217762441E-17
5760.0,1,36,8.873559763341828E-11
5760.0,1,38,2.0517352983445903E-8
5760.0,1,37,9.162400744329856E-11
5760.0,1,48,1.7529658293254157E-6
5760.0,1,56,9.462665238854901E-9
5760.0,1,55,1.101456020436161E-8
5760.0,2,36,6.46910955274499E-11
5760.0,2,38,2.6171213901741686E-15
5760.0,2,48,2.127541596107924E-12
5760.0,2,56,3.469598138179871E-17
5760.0,2,55,3.475494829674467E-17
5770.0,1,36,8.566408249102609E-11
5770.0,1,38,1.9807207409560444E-8
5770.0,1,37,8.845272238701692E-11
5770.0,1,48,1.6922922673961474E-6
5770.0,1,56,9.13514396010512E-9
5770.0,1,55,1.063332482007039E-8
5770.0,2,36,6.245186251623679E-11
5770.0,2,38,2.5265377183613488E-15
5770.0,2,48,2.0539032366519398E-12
5770.0,2,56,3.3495085886635585E-17
5770.0,2,55,3.355201184426267E-17
5780.0,1,36,8.269888551059551E-11
5780.0,1,38,1.9121640670557744E-8
5780.0,1,37,8.539119859693697E-11
5780.0,1,48,1.6337186768677335E-6
5780.0,1,56,8.818958513711105E-9
5780.0,1,55,1.0265284365829403E-8
5780.0,2,36,6.029013885364126E-11
5780.0,2,38,2.4390892362762212E-15
5780.0,2,48,1.982813572966618E-12
5780.0,2,56,3.233575456048377E-17
5780.0,2,55,3.239071020020204E-17
5790.0,1,36,7.98363265695579E-11
5790.0,1,38,1.8459802102724785E-8
5790.0,1,37,8.24356372802289E-11
5790.0,1,48,1.577172378568556E-6
5790.0,1,56,8.513716571035273E-9
5790.0,1,55,9.909982170377407E-9
5790.0,2,36,5.820324161232653E-11
5790.0,2,38,2.3546674362478396E-15
5790.0,2,48,1.9141843957076135E-12
5790.0,2,56,3.121654888406161E-17
5790.0,2,55,3.126960240048536E-17
5800.0,1,36,7.70728529300072E-11
5800.0,1,38,1.782087048181289E-8
5800.0,1,37,7.958237111127212E-11
5800.0,1,48,1.5225832085814535E-6
5800.0,1,56,8.219039381007761E-9
5800.0,1,55,9.566977366766851E-9
5800.0,2,36,5.618858073245863E-11
5800.0,2,38,2.2731675657997612E-15
5800.0,2,48,1.847930548247704E-12
5800.0,2,56,3.013608012184144E-17
5800.0,2,55,3.018729734939749E-17
5810.0,1,36,7.440503482937579E-11
5810.0,1,38,1.7204053004289593E-8
5810.0,1,37,7.682785968225471E-11
5810.0,1,48,1.4698834312037356E-6
5810.0,1,56,7.93456130027686E-9
5810.0,1,55,9.23584434545811E-9
5810.0,2,36,5.424365580716807E-11
5810.0,2,38,2.1944884977021142E-15
5810.0,2,48,1.783969821037988E-12
5810.0,2,56,2.909300759929045E-17
5810.0,2,55,2.9142452093898615E-17
5820.0,1,36,7.182956122373536E-11
5820.0,1,38,1.6608584303839966E-8
5820.0,1,37,7.416868511118637E-11
5820.0,1,48,1.4190076549188477E-6
5820.0,1,56,7.659929339616544E-9
5820.0,1,55,8.916172226337072E-9
5820.0,2,36,5.2366052979279454E-11
5820.0,2,38,2.1185326045199715E-15
5820.0,2,48,1.7222228496242766E-12
5820.0,2,56,2.808603703972081E-17
5820.0,2,55,2.8133770157647837E-17
5830.0,1,36,6.934323567844067E-11
5830.0,1,38,1.603372550189814E-8
5830.0,1,37,7.160154780187859E-11
5830.0,1,48,1.3698927512755215E-6
5830.0,1,56,7.394802726028886E-9
5830.0,1,55,8.60756434900152E-9
5830.0,2,36,5.055344194545904E-11
5830.0,2,38,2.0452056375024947E-15
5830.0,2,48,1.6626130161922277E-12
5830.0,2,56,2.7113918958686254E-17
5830.0,2,55,2.7159999932671015E-17
5840.0,1,36,6.694297240101534E-11
5840.0,1,38,1.5478763291031663E-8
5840.0,1,37,6.912326235063448E-11
5840.0,1,48,1.3224777765737953E-6
5840.0,1,56,7.138852479998193E-9
5840.0,1,55,8.309637780684204E-9
5840.0,2,36,4.8803573064061406E-11
5840.0,2,38,1.974416609662662E-15
5840.0,2,48,1.605066354519144E-12
5840.0,2,56,2.617544711393481E-17
5840.0,2,55,2.621993312667917E-17
5850.0,1,36,6.462579241135631E-11
5850.0,1,38,1.4943009050041998E-8
5850.0,1,37,6.673075359457357E-11
5850.0,1,48,1.276703896260823E-6
5850.0,1,56,6.891761007372837E-9
5850.0,1,55,8.02202284120256E-9
5850.0,2,36,4.711427456308574E-11
5850.0,2,38,1.906077682902608E-15
5850.0,2,48,1.5495114582145788E-12
5850.0,2,56,2.526945700899528E-17
5850.0,2,55,2.5312403264111822E-17
5860.0,1,36,6.238881984450408E-11
5860.0,1,38,1.4425797989684179E-8
5860.0,1,37,6.442105279669072E-11
5860.0,1,48,1.2325143119427068E-6
5860.0,1,56,6.6532217053686185E-9
5860.0,1,55,7.744362644345907E-9
5860.0,2,36,4.548344984477659E-11
5860.0,2,38,1.8401040590446213E-15
5860.0,2,48,1.4958793921359654E-12
5860.0,2,56,2.4394824448542274E-17
5860.0,2,55,2.4436284239046793E-17
5870.0,1,36,6.022927838138949E-11
5870.0,1,38,1.392648832794593E-8
5870.0,1,37,6.219129396291895E-11
5870.0,1,48,1.1898541909218597E-6
5870.0,1,56,6.4229385822051415E-9
5870.0,1,55,7.476312655131488E-9
5870.0,2,36,4.390907488352413E-11
5870.0,2,38,1.7764138746326627E-15
5870.0,2,48,1.444103606869436E-12
5870.0,2,56,2.355046414374806E-17
5870.0,2,55,2.3590488918181915E-17
5880.0,1,36,5.814448780312773E-11
5880.0,1,38,1.3444460493864087E-8
5880.0,1,37,6.003871028662958E-11
5880.0,1,48,1.1486705981725154E-6
5880.0,1,56,6.20062588990358E-9
5880.0,1,55,7.217540262380419E-9
5880.0,2,36,4.238919571383388E-11
5880.0,2,38,1.7149280993739738E-15
5880.0,2,48,1.3941198561697728E-12
5880.0,2,56,2.27353283658923E-17
5880.0,2,55,2.277396779215652E-17
5890.0,1,36,5.6131860664582836E-11
5890.0,1,38,1.2979116358890502E-8
5890.0,1,37,5.796063071616035E-11
5890.0,1,48,1.1089124306700404E-6
5890.0,1,56,5.9860077697904084E-9
5890.0,1,55,6.967724366083378E-9
5890.0,2,36,4.092192600524845E-11
5890.0,2,38,1.6555704380948279E-15
5890.0,2,48,1.3458661172571221E-12
5890.0,2,56,2.194840564655973E-17
5890.0,2,55,2.1985707673540072E-17
5900.0,1,36,5.418889908307416E-11
5900.0,1,38,1.2529878494854658E-8
5900.0,1,37,5.595447664111513E-11
5900.0,1,48,1.0705303539926043E-6
5900.0,1,56,5.778817910267571E-9
5900.0,1,55,6.726554979044503E-9
5900.0,2,36,3.95054447212119E-11
5900.0,2,38,1.598267236088848E-15
5900.0,2,48,1.2992825138716362E-12
5900.0,2,56,2.1188719522814213E-17
5900.0,2,55,2.1224730439873652E-17
5910.0,1,36,5.231319163823966E-11
5910.0,1,38,1.2096189457602696E-8
5910.0,1,37,5.401775869332633E-11
5910.0,1,48,1.033476741116607E-6
5910.0,1,56,5.57879921642473E-9
5910.0,1,55,6.4937328423093786E-9
5910.0,2,36,3.81379938589704E-11
5910.0,2,38,1.542947387740522E-15
5910.0,2,48,1.2543112419906212E-12
5910.0,2,56,2.045532732579293E-17
5910.0,2,55,2.049009182020538E-17
5920.0,1,36,5.050241037920758E-11
5920.0,1,38,1.1677511095424489E-8
5920.0,1,37,5.214807365851302E-11
5920.0,1,48,9.977056133299362E-7
5920.0,1,56,5.385703491083789E-9
5920.0,1,55,6.268969053900348E-9
5920.0,2,36,3.681787626770466E-11
5920.0,2,38,1.4895422483105904E-15
5920.0,2,48,1.2108964981160772E-12
5920.0,2,56,1.9747319011218688E-17
5920.0,2,55,1.978088022361509E-17
5930.0,1,36,4.875430793536326E-11
5930.0,1,38,1.1273323881411142E-8
5930.0,1,37,5.034310149480399E-11
5930.0,1,48,9.631725831898172E-7
5930.0,1,56,5.199291126880233E-9
5930.0,1,55,6.051984710398599E-9
5930.0,2,36,3.55434535421861E-11
5930.0,2,38,1.4379855487739279E-15
5930.0,2,48,1.1689844100437002E-12
5930.0,2,56,1.9063816030379758E-17
5930.0,2,55,1.9096215608275476E-17
5940.0,1,36,4.706671472712403E-11
5940.0,1,38,1.0883126268915113E-8
5940.0,1,37,4.8600602454429975E-11
5940.0,1,48,9.298347994544856E-7
5940.0,1,56,5.019330808999426E-9
5940.0,1,55,5.84251056092867E-9
5940.0,2,36,3.431314398934257E-11
5940.0,2,38,1.3882133136042896E-15
5940.0,2,48,1.1285229700274936E-12
5940.0,2,56,1.8403970240177495E-17
5940.0,2,55,1.843524838964722E-17
5950.0,1,36,4.5437536273261584E-11
5950.0,1,38,1.050643406931342E-8
5950.0,1,37,4.69184143050142E-11
5950.0,1,48,8.976508939204148E-7
5950.0,1,56,4.845599228199189E-9
5950.0,1,55,5.640286673116222E-9
5950.0,2,36,3.3125420665209736E-11
5950.0,2,38,1.3401637814039868E-15
5950.0,2,48,1.0894619702571005E-12
5950.0,2,56,1.7766962850889745E-17
5950.0,2,55,1.7797158386454205E-17
5960.0,1,36,4.386475059142874E-11
5960.0,1,38,1.0142779851302393E-8
5960.0,1,37,4.529444964701578E-11
5960.0,1,48,8.665809300991477E-7
5960.0,1,56,4.677880803762784E-9
5960.0,1,55,5.44506211060482E-9
5960.0,2,36,3.197880947983205E-11
5960.0,2,38,1.2937773282800318E-15
5960.0,2,48,1.0517529405678438E-12
5960.0,2,56,1.7152003410345376E-17
5960.0,2,55,1.7181153803131558E-17
5970.0,1,36,4.234640568866562E-11
5970.0,1,38,9.791712360979072E-9
5970.0,1,37,4.37266933239995E-11
5970.0,1,48,8.36586353670104E-7
5970.0,1,56,4.515967416038727E-9
5970.0,1,55,5.256594621731764E-9
5970.0,2,36,3.0871887367761065E-11
5970.0,2,38,1.2489963938717662E-15
5970.0,2,48,1.0153490883062252E-12
5970.0,2,56,1.6558328823249874E-17
5970.0,2,55,1.6586470247484663E-17
5980.0,1,36,4.0880617138769706E-11
5980.0,1,38,9.45279596198991E-9
5980.0,1,37,4.22131999225198E-11
5980.0,1,48,8.076299446479036E-7
5980.0,1,56,4.359658148235759E-9
5980.0,1,55,5.07465033897697E-9
5980.0,2,36,2.980328052188066E-11
5980.0,2,38,1.205765409938198E-15
5980.0,2,48,9.802052402763023E-13
5980.0,2,56,1.598520240444621E-17
5980.0,2,55,1.6012369782340925E-17
5990.0,1,36,3.9465565743523546E-11
5990.0,1,38,9.12561009505256E-9
5990.0,1,37,4.0752091358518456E-11
5990.0,1,48,7.796757712048867E-7
5990.0,1,56,4.208759037152677E-9
5990.0,1,55,4.89900348881205E-9
5990.0,2,36,2.8771662688367086E-11
5990.0,2,38,1.1640307314164987E-15
5990.0,2,48,9.462777866949491E-13
5990.0,2,56,1.5431912964936325E-17
5990.0,2,55,1.545814001001803E-17
6000.0,1,36,3.809949527487733E-11
6000.0,1,38,8.809748756180417E-9
6000.0,1,37,3.9341554547243056E-11
6000.0,1,48,7.526891450915675E-7
6000.0,1,56,4.06308283253397E-9
6000.0,1,55,4.729436111589812E-9
6000.0,2,36,2.7775753520667526E-11
6000.0,2,38,1.1237405698661665E-15
6000.0,2,48,9.135246270864954E-13
6000.0,2,56,1.4897773929530212E-17
6000.0,2,55,1.4923093188473392E-17
6010.0,1,36,3.6780710295283986E-11
6010.0,1,38,8.504819992962772E-9
6010.0,1,37,3.7979839153795706E-11
6010.0,1,48,7.266365785997263E-7
6010.0,1,56,3.922448764752745E-9
6010.0,1,55,4.565737791126794E-9
6010.0,2,36,2.6814316990454662E-11
6010.0,2,38,1.084844929216292E-15
6010.0,2,48,8.819051180496387E-13
6010.0,2,56,1.438212248502799E-17
6010.0,2,55,1.4406565378038587E-17
6020.0,1,36,3.550757405348193E-11
6020.0,1,38,8.210445418275965E-9
6020.0,1,37,3.666525542152296E-11
6020.0,1,48,7.014857430147657E-7
6020.0,1,56,3.78668232053287E-9
6020.0,1,55,4.407705393643392E-9
6020.0,2,36,2.588615985358471E-11
6020.0,2,38,1.0472955437362635E-15
6020.0,2,48,8.513800228318555E-13
6020.0,2,56,1.3884318757878596E-17
6020.0,2,55,1.3907915617680462E-17
6030.0,1,36,3.427850645311354E-11
6030.0,1,38,7.926259740822254E-9
6030.0,1,37,3.5396172075553077E-11
6030.0,1,48,6.772054285058115E-7
6030.0,1,56,3.6556150264321238E-9
6030.0,1,55,4.255142815737878E-9
6030.0,2,36,2.4990130169155307E-11
6030.0,2,38,1.0110458181529592E-15
6030.0,2,48,8.219114626487577E-13
6030.0,2,56,1.3403745020295327E-17
6030.0,2,55,1.3426525129767428E-17
6040.0,1,36,3.3091982091658455E-11
6040.0,1,38,7.651910311914274E-9
6040.0,1,37,3.417101429888075E-11
6040.0,1,48,6.537655054037936E-7
6040.0,1,56,3.5290842398178563E-9
6040.0,1,55,4.1078607410816684E-9
6040.0,2,36,2.412511586982487E-11
6040.0,2,38,9.76050769840164E-16
6040.0,2,48,7.934628696880369E-13
6040.0,2,56,1.2939804923843348E-17
6040.0,2,55,1.2961796552354459E-17
6050.0,1,36,3.1946528367247806E-11
6050.0,1,38,7.387056687942979E-9
6050.0,1,37,3.2988261778489077E-11
6050.0,1,48,6.311368868195014E-7
6050.0,1,56,3.406932947075902E-9
6050.0,1,55,3.965676405534141E-9
6050.0,2,36,2.3290043381619556E-11
6050.0,2,38,9.422669730085234E-16
6050.0,2,48,7.659989417396923E-13
6050.0,2,56,1.2491922759548913E-17
6050.0,2,55,1.2513153198034873E-17
6060.0,1,36,3.0840723651009473E-11
6060.0,1,38,7.131370207986323E-9
6060.0,1,37,3.1846446819085353E-11
6060.0,1,48,6.092914925552346E-7
6060.0,1,56,3.2890095688024645E-9
6060.0,1,55,3.82841337038563E-9
6060.0,2,36,2.2483876291514337E-11
6060.0,2,38,9.096525048267877E-16
6060.0,2,48,7.394855983962859E-13
6060.0,2,56,1.205954274361244E-17
6060.0,2,55,1.2080038338439411E-17
6070.0,1,36,2.977319552267637E-11
6070.0,1,38,6.884533586034862E-9
6070.0,1,37,3.07441525221112E-11
6070.0,1,48,5.882022142652986E-7
6070.0,1,56,3.1751677717373685E-9
6070.0,1,55,3.695901303447368E-9
6070.0,2,36,2.170561406113488E-11
6070.0,2,38,8.781668934075497E-16
6070.0,2,48,7.138899387688824E-13
6070.0,2,56,1.164212832783949E-17
6070.0,2,55,1.1661914513495343E-17
6080.0,1,36,2.874261906726778E-11
6080.0,1,38,6.646240517328515E-9
6080.0,1,37,2.9680011027768674E-11
6080.0,1,48,5.678428818221291E-7
6080.0,1,56,3.0652662872053847E-9
6080.0,1,55,3.567975767716892E-9
6080.0,2,36,2.0954290784983604E-11
6080.0,2,38,8.477710675929431E-16
6080.0,2,48,6.891802006662522E-13
6080.0,2,56,1.123916153393461E-17
6080.0,2,55,1.1258262864588896E-17
6090.0,1,36,2.774771523072976E-11
6090.0,1,38,6.416195298316153E-9
6090.0,1,37,2.865270181788145E-11
6090.0,1,48,5.481882308463298E-7
6090.0,1,56,2.9591687358404995E-9
6090.0,1,55,3.4444780173567253E-9
6090.0,2,36,2.02289739916489E-11
6090.0,2,38,8.18427308478025E-16
6090.0,2,48,6.653257211866828E-13
6090.0,2,56,1.0850142310832068E-17
6090.0,2,55,1.0868582490803766E-17
6100.0,1,36,2.6787249232493894E-11
6100.0,1,38,6.194112459766721E-9
6100.0,1,37,2.7660950077486574E-11
6100.0,1,48,5.292138713603484E-7
6100.0,1,56,2.8567434583756637E-9
6100.0,1,55,3.325254800733382E-9
6100.0,2,36,1.952876348650945E-11
6100.0,2,38,7.900992026117247E-16
6100.0,2,48,6.422968986735401E-13
6100.0,2,56,1.0474587914266552E-17
6100.0,2,55,1.0492389827437389E-17
6110.0,1,36,2.586002903298404E-11
6110.0,1,38,5.979716412576797E-9
6110.0,1,37,2.6703525113124308E-11
6110.0,1,48,5.108962575269178E-7
6110.0,1,56,2.757863352288183E-9
6110.0,1,55,3.2101581702722697E-9
6110.0,2,36,1.885279023449761E-11
6110.0,2,38,7.62751596817296E-16
6110.0,2,48,6.200651559873758E-13
6110.0,2,56,1.011203230781423E-17
6110.0,2,55,1.0129218046024062E-17
6120.0,1,36,2.49649038541692E-11
6120.0,1,38,5.772741105835215E-9
6120.0,1,37,2.5779238825864284E-11
6120.0,1,48,4.932126584347174E-7
6120.0,1,56,2.6624057140981388E-9
6120.0,1,55,3.0990452988927593E-9
6120.0,2,36,1.8200215281534974E-11
6120.0,2,38,7.363505545762508E-16
6120.0,2,48,5.986029050490378E-13
6120.0,2,56,9.762025584661223E-18
6120.0,2,55,9.778616475120689E-18
6130.0,1,36,2.4100762751326393E-11
6130.0,1,38,5.572929696720743E-9
6130.0,1,37,2.488694423717392E-11
6130.0,1,48,4.7614112989502466E-7
6130.0,1,56,2.5702520871241853E-9
6130.0,1,55,2.991778302795679E-9
6130.0,2,36,1.7570228713301733E-11
6130.0,2,38,7.108633139216605E-16
6130.0,2,48,5.778835126097947E-13
6130.0,2,56,9.424133409382354E-18
6130.0,2,55,9.440150041136847E-18
6140.0,1,36,2.326653323424083E-11
6140.0,1,38,5.380034231823234E-9
6140.0,1,37,2.4025534065800858E-11
6140.0,1,48,4.596604872143739E-7
6140.0,1,56,2.481288114507947E-9
6140.0,1,55,2.8882240703834143E-9
6140.0,2,36,1.6962048650047402E-11
6140.0,2,38,6.86258246788609E-16
6140.0,2,48,5.578812672060239E-13
6140.0,2,56,9.09793647903771E-18
6140.0,2,55,9.113398728515436E-18
6150.0,1,36,2.2461179936132194E-11
6150.0,1,38,5.193815339493059E-9
6150.0,1,37,2.3193939353903702E-11
6150.0,1,48,4.4375027890944846E-7
6150.0,1,56,2.3954033973246523E-9
6150.0,1,55,2.788254097100443E-9
6150.0,2,36,1.6374920276195378E-11
6150.0,2,38,6.625048197713655E-16
6150.0,2,48,5.385713472574669E-13
6150.0,2,56,8.783030002918526E-18
6150.0,2,55,8.797957058594419E-18
6160.0,1,36,2.1683703328655054E-11
6160.0,1,38,5.014041932837214E-9
6160.0,1,37,2.2391128140727667E-11
6160.0,1,48,4.2839076133160286E-7
6160.0,1,56,2.3124913576040606E-9
6160.0,1,55,2.6917443259894273E-9
6160.0,2,36,1.5808114903537098E-11
6160.0,2,38,6.395735562386134E-16
6160.0,2,48,5.199297902694932E-13
6160.0,2,56,8.479023200297265E-18
6160.0,2,55,8.493433586503274E-18
6170.0,1,36,2.0933138481378624E-11
6170.0,1,38,4.840490922993595E-9
6170.0,1,37,2.161610418217909E-11
6170.0,1,48,4.1356287416953905E-7
6170.0,1,56,2.232449106091707E-9
6170.0,1,55,2.598574993765078E-9
6170.0,2,36,1.5260929066852954E-11
6170.0,2,38,6.17435999759727E-16
6170.0,2,48,5.019334631011555E-13
6170.0,2,56,8.185538815558618E-18
6170.0,2,55,8.19945041547001E-18
6180.0,1,36,2.0208553864206085E-11
6180.0,1,38,4.672946942327944E-9
6180.0,1,37,2.086790571471148E-11
6180.0,1,48,3.9924821679975016E-7
6180.0,1,56,2.1551773145865136E-9
6180.0,1,55,2.508630482214875E-9
6180.0,2,36,1.4732683650837643E-11
6180.0,2,38,5.960646787967444E-16
6180.0,2,48,4.845600332621685E-13
6180.0,2,56,7.902212650110243E-18
6180.0,2,55,7.915642727936314E-18
6190.0,1,36,1.9509050191247353E-11
6190.0,1,38,4.511202077209937E-9
6190.0,1,37,2.0145604261988852E-11
6190.0,1,48,3.8542902545539587E-7
6190.0,1,56,2.0805800926963305E-9
6190.0,1,55,2.421799174742302E-9
6190.0,2,36,1.4222723047246271E-11
6190.0,2,38,5.754330726182286E-16
6190.0,2,48,4.677879412032014E-13
6190.0,2,56,7.628693110492453E-18
6190.0,2,55,7.641658332899282E-18
6200.0,1,36,1.883375930471033E-11
6200.0,1,38,4.355055610037085E-9
6200.0,1,37,1.9448303482846918E-11
6200.0,1,48,3.7208815118528905E-7
6200.0,1,56,2.008564868858583E-9
6200.0,1,55,2.3379733178746697E-9
6200.0,2,36,1.3730414341215365E-11
6200.0,2,38,5.55515578392742E-16
6200.0,2,48,4.515963735651149E-13
6200.0,2,56,7.364640772126357E-18
6200.0,2,55,7.377157228918132E-18
6210.0,1,36,1.818184309742525E-11
6210.0,1,38,4.204313770186359E-9
6210.0,1,37,1.877513805912253E-11
6210.0,1,48,3.5920903857565296E-7
6210.0,1,56,1.939042275478432E-9
6210.0,1,55,2.2570488875637037E-9
6210.0,2,36,1.3255146525748566E-11
6210.0,2,38,5.362874794211121E-16
6210.0,2,48,4.359652373539585E-13
6210.0,2,56,7.109727958159354E-18
6210.0,2,55,7.121811182243938E-18
6220.0,1,36,1.755249247266526E-11
6220.0,1,38,4.0587894935846345E-9
6220.0,1,37,1.8125272621972064E-11
6220.0,1,48,3.4677570520825567E-7
6220.0,1,56,1.871926038041945E-9
6220.0,1,55,2.178925460113078E-9
6220.0,2,36,1.2796329743392442E-11
6220.0,2,38,5.17724914468083E-16
6220.0,2,48,4.208751350096913E-13
6220.0,2,56,6.863638332885488E-18
6220.0,2,55,6.875303319548981E-18
6230.0,1,36,1.6944926339971877E-11
6230.0,1,38,3.9183021905997014E-9
6230.0,1,37,1.7497900715346734E-11
6230.0,1,48,3.347727218294355E-7
6230.0,1,56,1.8071328680667388E-9
6230.0,1,55,2.103506087572768E-9
6230.0,2,36,1.2353394554161096E-11
6230.0,2,38,4.998048481553104E-16
6230.0,2,48,4.063073403377044E-13
6230.0,2,56,6.626066509236337E-18
6230.0,2,55,6.637327734750586E-18
6240.0,1,36,1.6358390645739243E-11
6240.0,1,38,3.782677521963924E-9
6240.0,1,37,1.689224379533922E-11
6240.0,1,48,3.2318519320542476E-7
6240.0,1,56,1.7445823597573035E-9
6240.0,1,55,2.0306971774456546E-9
6240.0,2,36,1.1925791228800992E-11
6240.0,2,38,4.825050423789692E-16
6240.0,2,48,3.9224377527328496E-13
6240.0,2,56,6.396717669855565E-18
6240.0,2,55,6.407589109441649E-18
6250.0,1,36,1.579215743735398E-11
6250.0,1,38,3.651747182452573E-9
6250.0,1,37,1.6307550264160107E-11
6250.0,1,48,3.1199873964021664E-7
6250.0,1,56,1.6841968902368082E-9
6250.0,1,55,1.9604083765571615E-9
6250.0,2,36,1.1512989066518898E-11
6250.0,2,38,4.658040287165262E-16
6250.0,2,48,3.7866698745019924E-13
6250.0,2,56,6.175307201287057E-18
6250.0,2,55,6.1858023464571066E-18
6260.0,1,36,1.5245523959729087E-11
6260.0,1,38,3.525348692048502E-9
6260.0,1,37,1.574309453754588E-11
6260.0,1,48,3.011994791330523E-7
6260.0,1,56,1.62590152323163E-9
6260.0,1,55,1.892552458943864E-9
6260.0,2,36,1.1114475736326144E-11
6260.0,2,38,4.496810817884368E-16
6260.0,2,48,3.655601285455705E-13
6260.0,2,56,5.9615603408228445E-18
6260.0,2,55,5.971692216121634E-18
6270.0,1,36,1.471781178311069E-11
